src_FID,nbr_FID,weight
171,85,0.35516736
171,92,0.15785576
171,108,0.40827993
171,110,0.20559539
171,132,0.49893597
171,171,1.0
171,179,0.6105075
171,202,0.67181236
172,86,0.9414533
172,87,0.21011111
172,100,0.10708269
172,172,1.0
172,180,0.5492415
172,181,0.1412144
173,11,0.29352182
173,27,0.15309581
173,85,0.2701879
173,92,0.1101508
173,108,0.31622013
173,110,0.14717674
173,132,0.3976077
173,171,0.98411864
173,173,1.0
173,179,0.5029648
173,202,0.5636151
174,6,0.14527823
174,91,0.1664523
174,124,0.5720445
174,174,1.0
175,20,0.1672644
175,22,0.35051337
175,67,0.20732123
175,68,0.69620836
175,71,0.61422426
175,72,0.27093002
175,98,0.48167172
175,102,0.22200954
175,103,0.7739418
175,118,0.21013145
175,175,1.0
175,190,0.3906036
175,205,0.44188908
176,10,0.6594894
176,31,0.12803307
176,40,0.67489266
176,70,0.49929014
176,72,0.2787857
176,102,0.18995537
176,103,0.107256204
176,113,0.2994414
176,118,0.26770747
176,141,0.18857588
176,156,0.34045354
176,176,1.0
176,190,0.40018228
177,7,0.61873686
177,28,0.8029307
177,85,0.12240481
177,107,0.31698215
177,153,0.10499309
177,177,1.0
178,11,0.58068573
178,27,0.32025194
178,45,0.18149018
178,55,0.13301972
178,79,0.15965576
178,85,0.4928938
178,92,0.28824392
178,108,0.6232811
178,110,0.36874834
178,132,0.4567543
178,167,0.10382715
178,171,0.20284656
178,178,1.0
178,179,0.7592938
178,201,0.87477934
179,45,0.5428649
179,179,1.0
179,203,0.10252758
180,150,0.18002655
180,180,1.0
180,181,0.6766605
181,181,1.0
182,182,1.0
183,183,1.0
183,184,0.17947988
184,1,0.574427
184,28,0.108602114
184,49,0.25408888
184,123,0.7151646
184,135,0.91058004
184,177,0.35226533
184,183,0.35670716
184,184,1.0
185,14,0.77778316
185,77,0.10921707
185,84,0.15994039
185,88,0.414882
185,151,0.6275252
185,185,1.0
185,186,0.14142857
186,59,0.21512686
186,182,0.51419413
186,186,1.0
187,4,0.20972554
187,12,0.8535079
187,15,0.14890261
187,17,0.16387953
187,80,0.34250787
187,154,0.12553744
187,157,0.22533508
187,160,0.1475871
187,161,0.5445399
187,162,0.35062444
187,187,1.0
187,188,0.71092874
187,191,0.4205903
187,192,0.10225244
187,193,0.6512476
187,195,0.23282376
188,12,0.14387788
188,97,0.13062377
188,128,0.35098562
188,154,0.48027056
188,155,0.16519658
188,157,0.6667909
188,159,0.17530978
188,160,0.52806306
188,161,0.9625097
188,162,0.82428426
188,163,0.10143056
188,187,0.3720047
188,188,1.0
188,198,0.27856624
189,121,0.21084312
189,126,0.8785696
189,189,1.0
190,69,0.12277591
190,72,0.9704507
190,113,0.52493024
190,141,0.31130573
190,190,1.0
191,3,0.36567652
191,4,0.90318733
191,15,0.81719893
191,17,0.4515711
191,33,0.5376816
191,80,0.2600241
191,93,0.17142053
191,144,0.42563108
191,188,0.10575145
191,191,1.0
191,192,0.71487623
191,195,0.16929835
192,4,0.40636814
192,12,0.22429365
192,15,0.31203482
192,17,0.9071011
192,33,0.13406077
192,80,0.713337
192,161,0.28846785
192,162,0.15767322
192,188,0.42935172
192,191,0.6534582
192,192,1.0
192,193,0.2760629
192,195,0.56691897
193,3,0.19490646
193,4,0.70196986
193,12,0.10146619
193,15,0.591095
193,17,0.6205282
193,33,0.32271665
193,80,0.45337957
193,144,0.23691463
193,161,0.13192657
193,188,0.22152515
193,191,0.9267932
193,192,0.48128942
193,193,1.0
193,195,0.3240461
194,13,0.21869612
194,42,0.19931892
194,125,0.15311207
194,194,1.0
195,12,0.62248516
195,80,0.9708009
195,128,0.24301529
195,154,0.35148612
195,155,0.102899276
195,157,0.52499545
195,159,0.109999
195,160,0.39389247
195,161,0.8774177
195,162,0.692866
195,187,0.26004753
195,188,0.97278506
195,191,0.22510104
195,193,0.40911764
195,195,1.0
195,198,0.18613672
196,16,0.15482332
196,30,0.8652336
196,38,0.22480334
196,48,0.54043615
196,64,0.24719869
196,65,0.2995941
196,101,0.58767915
196,133,0.38820386
196,165,0.12413001
196,166,0.9995323
196,196,1.0
197,41,0.9691099
197,43,0.6591601
197,76,0.20427755
197,77,0.13457626
197,82,0.40696517
197,104,0.23905501
197,130,0.8196088
197,172,0.16774954
197,197,1.0
197,204,0.10362172
198,19,0.23848002
198,39,0.10164444
198,94,0.36471212
198,96,0.20712003
198,97,0.9160281
198,127,0.5582022
198,128,0.98856187
198,154,0.20156069
198,155,0.5956398
198,159,0.41187537
198,160,0.14850548
198,163,0.27574798
198,198,1.0
198,206,0.649498
199,36,0.10498088
199,61,0.30153215
199,67,0.22875805
199,72,0.15658149
199,117,0.6736478
199,118,0.1371011
199,140,0.9995439
199,190,0.14069526
199,199,1.0
200,18,0.14809325
200,35,0.115056574
200,200,1.0
201,53,0.16403309
201,110,0.66876113
201,167,0.27234584
201,171,0.44603765
201,173,0.121706225
201,201,1.0
201,202,0.12069793
202,45,0.4869692
202,202,1.0
203,203,1.0
204,9,0.22190416
204,34,0.19949526
204,43,0.2180082
204,77,0.61923444
204,82,0.10940581
204,89,0.43908042
204,130,0.3428647
204,146,0.3038368
204,197,0.13277134
204,204,1.0
205,69,0.10102746
205,72,0.9444769
205,113,0.470247
205,141,0.26885048
205,190,0.99567246
205,205,1.0
206,94,0.13104251
206,97,0.5652668
206,127,0.9886928
206,128,0.3981989
206,154,0.533424
206,155,0.92712903
206,159,0.7810651
206,160,0.416208
206,162,0.14170426
206,163,0.6209594
206,187,0.27790868
206,198,0.32041067
206,206,1.0
